Année;Perimètre juridique;Perimètre spatial;Spatial perimeter;Indicateur;Indicator;Type de contrat;Type of contract;Collège;Employee category;Genre;Gender;Valeur;Unité;Unit;Chapitre du bilan social
2020;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Statutaires;Statutory;Maîtrise;Supervisors;;;59890.0;heures;hours;§1.8.6
2020;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Statutaires;Statutory;Exécution;Operatives;;;8681.0;heures;hours;§1.8.6
2020;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Non Statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;Homme;Male;0.0;heures;hours;§1.8.7
2019;EDF SA;France;France;Absence pour congé de maternité ou d'adoption;Absence for Maternity or Adoption Leave;Statutaires;Statutory;Maîtrise;Supervisors;;;219746.0;heures;hours;§1.8.6
2019;EDF SA;France;France;Absence pour congé de maternité ou d'adoption;Absence for Maternity or Adoption Leave;Non Statutaires CDI;Permanent non-staturory;Cadre;Managers;;;7514.0;heures;hours;§1.8.6
2019;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Statutaires;Statutory;Maîtrise;Supervisors;;;64608.0;heures;hours;§1.8.6
2019;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Non Statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;64.0;heures;hours;§1.8.6
2019;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Non Statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;0.0;heures;hours;§1.8.6
2019;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Statutaires;Statutory;Cadre;Managers;Homme;Male;164942.0;heures;hours;§1.8.7
2019;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Non Statutaires CDI;Permanent non-staturory;Exécution;Operatives;Homme;Male;0.0;heures;hours;§1.8.7
2019;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Statutaires;Statutory;Cadre;Managers;Homme;Male;602720.0;heures;hours;§1.8.3
2019;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Statutaires;Statutory;Maîtrise;Supervisors;Femme;Female;1016967.0;heures;hours;§1.8.3
2019;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Statutaires;Statutory;Exécution;Operatives;Homme;Male;233229.0;heures;hours;§1.8.3
2019;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Non Statutaires CDI;Fixed-term non-statutory;Exécution;Operatives;Femme;Female;337.0;heures;hours;§1.8.3
2019;EDF SA;France;France;Absence pour congé de maternité ou d'adoption;Absence for Maternity or Adoption Leave;Statutaires;Statutory;Exécution;Operatives;;;55396.0;heures;hours;§1.8.6
2019;EDF SA;France;France;Absence pour congé de maternité ou d'adoption;Absence for Maternity or Adoption Leave;Non Statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;0.0;heures;hours;§1.8.6
2019;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Statutaires;Statutory;Exécution;Operatives;;;9691.0;heures;hours;§1.8.6
2019;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Non Statutaires CDI;Permanent non-staturory;Cadre;Managers;Femme;Female;2172.0;heures;hours;§1.8.7
2019;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Non Statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;Homme;Male;24.0;heures;hours;§1.8.7
2019;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Non Statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;Femme;Female;0.0;heures;hours;§1.8.7
2019;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Statutaires;Statutory;Cadre;Managers;Femme;Female;508143.0;heures;hours;§1.8.3
2019;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Non Statutaires CDI;Fixed-term non-statutory;Maîtrise;Supervisors;Femme;Female;2931.0;heures;hours;§1.8.3
2019;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Non Statutaires CDI;Fixed-term non-statutory;Exécution;Operatives;Homme;Male;0.0;heures;hours;§1.8.3
2019;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Statutaires;Statutory;Cadre;Managers;;;58427.0;heures;hours;§1.8.6
2019;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Statutaires;Statutory;Exécution;Operatives;Homme;Male;25198.0;heures;hours;§1.8.7
2019;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Non Statutaires CDI;Permanent non-staturory;Cadre;Managers;Homme;Male;1594.0;heures;hours;§1.8.7
2019;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Statutaires;Statutory;Maîtrise;Supervisors;Homme;Male;1174652.0;heures;hours;§1.8.3
2019;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Statutaires;Statutory;Exécution;Operatives;Femme;Female;349184.0;heures;hours;§1.8.3
2019;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Non Statutaires CDI;Permanent non-staturory;Cadre;Managers;Homme;Male;8112.0;heures;hours;§1.8.3
2019;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Statutaires;Statutory;Maîtrise;Supervisors;Homme;Male;203829.0;heures;hours;§1.8.7
2019;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Statutaires;Statutory;Maîtrise;Supervisors;Femme;Female;107229.0;heures;hours;§1.8.7
2019;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Non Statutaires CDI;Permanent non-staturory;Cadre;Managers;Femme;Female;13881.0;heures;hours;§1.8.3
2019;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Non Statutaires CDI;Permanent non-staturory;Exécution;Operatives;Femme;Female;0.0;heures;hours;§1.8.7
2019;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Non Statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;Homme;Male;464.0;heures;hours;§1.8.3
2019;EDF SA;France;France;Absence pour congé de maternité ou d'adoption;Absence for Maternity or Adoption Leave;Statutaires;Statutory;Cadre;Managers;;;355560.0;heures;hours;§1.8.6
2019;EDF SA;France;France;Absence pour congé de maternité ou d'adoption;Absence for Maternity or Adoption Leave;Non Statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;0.0;heures;hours;§1.8.6
2019;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Non Statutaires CDI;Permanent non-staturory;Cadre;Managers;;;450.0;heures;hours;§1.8.6
2019;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Statutaires;Statutory;Cadre;Managers;Femme;Female;105849.0;heures;hours;§1.8.7
2019;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Statutaires;Statutory;Exécution;Operatives;Femme;Female;26345.0;heures;hours;§1.8.7
2018;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Statutaires;Statutory;Exécution;Operatives;Femme;Female;427852.0;heures;hours;§1.8.3
2018;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Non Statutaires CDI;Fixed-term non-statutory;Exécution;Operatives;Femme;Female;451.0;heures;hours;§1.8.3
2018;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Non Statutaires CDI;Permanent non-staturory;Cadre;Managers;;;772.0;heures;hours;§1.8.6
2018;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Statutaires;Statutory;Cadre;Managers;Homme;Male;132214.0;heures;hours;§1.8.7
2018;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Statutaires;Statutory;Cadre;Managers;Femme;Female;218293.0;heures;hours;§1.8.7
2018;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Non Statutaires CDI;Permanent non-staturory;Cadre;Managers;Homme;Male;735.0;heures;hours;§1.8.7
2018;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Statutaires;Statutory;Exécution;Operatives;Homme;Male;274729.0;heures;hours;§1.8.3
2018;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Non Statutaires CDI;Fixed-term non-statutory;Maîtrise;Supervisors;Femme;Female;2700.0;heures;hours;§1.8.3
2018;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Statutaires;Statutory;Exécution;Operatives;;;8827.0;heures;hours;§1.8.6
2018;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Statutaires;Statutory;Exécution;Operatives;Homme;Male;20247.0;heures;hours;§1.8.7
2018;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Statutaires;Statutory;Exécution;Operatives;Femme;Female;48808.0;heures;hours;§1.8.7
2018;EDF SA;France;France;Absence pour congé de maternité ou d'adoption;Absence for Maternity or Adoption Leave;Non Statutaires CDI;Permanent non-staturory;Cadre;Managers;;;1887.0;heures;hours;§1.8.6
2018;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Non Statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;0.0;heures;hours;§1.8.6
2018;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Non Statutaires CDI;Permanent non-staturory;Cadre;Managers;Femme;Female;1260.0;heures;hours;§1.8.7
2018;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Statutaires;Statutory;Cadre;Managers;Homme;Male;631623.0;heures;hours;§1.8.3
2018;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Statutaires;Statutory;Cadre;Managers;Femme;Female;487320.0;heures;hours;§1.8.3
2018;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Statutaires;Statutory;Maîtrise;Supervisors;Femme;Female;1091794.0;heures;hours;§1.8.3
2018;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Non Statutaires CDI;Permanent non-staturory;Cadre;Managers;Femme;Female;12650.0;heures;hours;§1.8.3
2018;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Statutaires;Statutory;Cadre;Managers;;;56710.0;heures;hours;§1.8.6
2018;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Non Statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;0.0;heures;hours;§1.8.6
2018;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Statutaires;Statutory;Maîtrise;Supervisors;Homme;Male;166330.0;heures;hours;§1.8.7
2018;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Non Statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;Homme;Male;0.0;heures;hours;§1.8.7
2018;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Non Statutaires CDI;Permanent non-staturory;Exécution;Operatives;Homme;Male;0.0;heures;hours;§1.8.7
2018;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Non Statutaires CDI;Fixed-term non-statutory;Exécution;Operatives;Homme;Male;0.0;heures;hours;§1.8.3
2018;EDF SA;France;France;Absence pour congé de maternité ou d'adoption;Absence for Maternity or Adoption Leave;Statutaires;Statutory;Exécution;Operatives;;;74783.0;heures;hours;§1.8.6
2018;EDF SA;France;France;Absence pour congé de maternité ou d'adoption;Absence for Maternity or Adoption Leave;Non Statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;0.0;heures;hours;§1.8.6
2018;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Statutaires;Statutory;Maîtrise;Supervisors;;;66725.0;heures;hours;§1.8.6
2018;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Non Statutaires CDI;Permanent non-staturory;Cadre;Managers;Homme;Male;4973.0;heures;hours;§1.8.3
2018;EDF SA;France;France;Absence pour congé de maternité ou d'adoption;Absence for Maternity or Adoption Leave;Statutaires;Statutory;Maîtrise;Supervisors;;;220728.0;heures;hours;§1.8.6
2018;EDF SA;France;France;Absence pour congé de maternité ou d'adoption;Absence for Maternity or Adoption Leave;Non Statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;0.0;heures;hours;§1.8.6
2018;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Statutaires;Statutory;Maîtrise;Supervisors;Homme;Male;1196240.0;heures;hours;§1.8.3
2018;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Non Statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;Homme;Male;80.0;heures;hours;§1.8.3
2018;EDF SA;France;France;Absence pour congé de maternité ou d'adoption;Absence for Maternity or Adoption Leave;Statutaires;Statutory;Cadre;Managers;;;357899.0;heures;hours;§1.8.6
2018;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Statutaires;Statutory;Maîtrise;Supervisors;Femme;Female;204164.0;heures;hours;§1.8.7
2018;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Non Statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;Femme;Female;58.0;heures;hours;§1.8.7
2018;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Non Statutaires CDI;Permanent non-staturory;Exécution;Operatives;Femme;Female;0.0;heures;hours;§1.8.7
2017;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Statutaires;Statutory;Cadre;Managers;Femme;Female;471352.0;heures;hours;§1.8.3
2017;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Non Statutaires CDI;Permanent non-staturory;Cadre;Managers;Homme;Male;6113.0;heures;hours;§1.8.3
2017;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Non Statutaires CDI;Permanent non-staturory;Cadre;Managers;Femme;Female;8248.0;heures;hours;§1.8.3
2017;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Non Statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;Homme;Male;24.0;heures;hours;§1.8.3
2017;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Statutaires;Statutory;Maîtrise;Supervisors;;;65986.0;heures;hours;§1.8.6
2017;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Statutaires;Statutory;Exécution;Operatives;;;11008.0;heures;hours;§1.8.6
2017;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Non Statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;0.0;heures;hours;§1.8.6
2017;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Statutaires;Statutory;Maîtrise;Supervisors;Femme;Female;207339.0;heures;hours;§1.8.7
2017;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Non Statutaires CDI;Permanent non-staturory;Cadre;Managers;Homme;Male;381.0;heures;hours;§1.8.7
2017;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Non Statutaires CDI;Permanent non-staturory;Cadre;Managers;Femme;Female;1333.0;heures;hours;§1.8.7
2017;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Statutaires;Statutory;Exécution;Operatives;Femme;Female;464944.0;heures;hours;§1.8.3
2017;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Statutaires;Statutory;Exécution;Operatives;Femme;Female;51307.0;heures;hours;§1.8.7
2017;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Non Statutaires CDI;Fixed-term non-statutory;Exécution;Operatives;Femme;Female;402.0;heures;hours;§1.8.3
2017;EDF SA;France;France;Absence pour congé de maternité ou d'adoption;Absence for Maternity or Adoption Leave;Statutaires;Statutory;Maîtrise;Supervisors;;;238218.0;heures;hours;§1.8.6
2017;EDF SA;France;France;Absence pour congé de maternité ou d'adoption;Absence for Maternity or Adoption Leave;Non Statutaires CDI;Permanent non-staturory;Cadre;Managers;;;6588.0;heures;hours;§1.8.6
2017;EDF SA;France;France;Absence pour congé de maternité ou d'adoption;Absence for Maternity or Adoption Leave;Non Statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;0.0;heures;hours;§1.8.6
2017;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Statutaires;Statutory;Cadre;Managers;Homme;Male;123859.0;heures;hours;§1.8.7
2017;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Non Statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;Homme;Male;0.0;heures;hours;§1.8.7
2017;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Non Statutaires CDI;Fixed-term non-statutory;Maîtrise;Supervisors;Femme;Female;1740.0;heures;hours;§1.8.3
2017;EDF SA;France;France;Absence pour congé de maternité ou d'adoption;Absence for Maternity or Adoption Leave;Statutaires;Statutory;Cadre;Managers;;;338844.0;heures;hours;§1.8.6
2017;EDF SA;France;France;Absence pour congé de maternité ou d'adoption;Absence for Maternity or Adoption Leave;Statutaires;Statutory;Exécution;Operatives;;;106915.0;heures;hours;§1.8.6
2017;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Non Statutaires CDI;Permanent non-staturory;Exécution;Operatives;Femme;Female;2.0;heures;hours;§1.8.7
2017;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Non Statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;0.0;heures;hours;§1.8.6
2017;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Non Statutaires CDI;Permanent non-staturory;Cadre;Managers;;;672.0;heures;hours;§1.8.6
2017;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Non Statutaires CDI;Fixed-term non-statutory;Exécution;Operatives;Homme;Male;0.0;heures;hours;§1.8.3
2017;EDF SA;France;France;Absence pour congé de paternité et d'accueil de l'enfant;Absence for Paternity and Childcare Leave;Statutaires;Statutory;Cadre;Managers;;;58724.0;heures;hours;§1.8.6
2017;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Statutaires;Statutory;Maîtrise;Supervisors;Homme;Male;154913.0;heures;hours;§1.8.7
2017;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Non Statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;Femme;Female;37.0;heures;hours;§1.8.7
2017;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Non Statutaires CDI;Permanent non-staturory;Exécution;Operatives;Homme;Male;0.0;heures;hours;§1.8.7
2017;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Statutaires;Statutory;Cadre;Managers;Homme;Male;609857.0;heures;hours;§1.8.3
2017;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Statutaires;Statutory;Maîtrise;Supervisors;Homme;Male;1206257.0;heures;hours;§1.8.3
2017;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Statutaires;Statutory;Maîtrise;Supervisors;Femme;Female;1124027.0;heures;hours;§1.8.3
2017;EDF SA;France;France;Absence pour maladie;Absence Due to Illness;Statutaires;Statutory;Exécution;Operatives;Homme;Male;291961.0;heures;hours;§1.8.3
2017;EDF SA;France;France;Absence pour congé de maternité ou d'adoption;Absence for Maternity or Adoption Leave;Non Statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;539.0;heures;hours;§1.8.6
2017;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Statutaires;Statutory;Cadre;Managers;Femme;Female;203271.0;heures;hours;§1.8.7
2017;EDF SA;France;France;Absence pour congés autorisés;Absence for Authorized Leave (Family Events, Mother’s Leave, Special Leave, etc.);Statutaires;Statutory;Exécution;Operatives;Homme;Male;20184.0;heures;hours;§1.8.7
