Année;Perimètre juridique;Perimètre spatial;Spatial perimeter;Indicateur;Indicator;Type de contrat;Type of contract;Tranche horaire;Time range;Collège;Employee category;Genre;Gender;Valeur;Unité;Unit;Chapitre du bilan social
2022;EDF SA;France;France;Salariés bénéficiaires d'un système d'horaires individualisés;Employees benefiting from an individualized working hours system;;;;;Cadre;Managers;Femme;Female;497.0;Nombre;Number;§4.1.3
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;;;;;Cadre;Managers;Femme;Female;184.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;;;;;Maitrise;Supervisors;Femme;Female;825.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;Moins de 20 heures;Less than 20 hours;Execution;Operatives;Homme;Male;8.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;Moins de 20 heures;Less than 20 hours;Execution;Operatives;Homme;Male;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Maitrise;Supervisors;Homme;Male;83.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Execution;Operatives;Femme;Female;158.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Cadre;Managers;Homme;Male;1.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Execution;Operatives;Homme;Male;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Cadre;Managers;Femme;Female;65.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Maitrise;Supervisors;Femme;Female;408.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Maitrise;Supervisors;Homme;Male;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Execution;Operatives;Homme;Male;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDD;Fixed-term non-statutory;;;Cadre;Managers;Femme;Female;0.0;Nombre;Number;§4.1.5
2022;EDF SA;France;France;Salariés en services continus de plus de 50 ans;Employees over 50 years old in continuous service;;;;;Cadre;Managers;Femme;Female;2.0;Nombre;Number;§4.2.2
2022;EDF SA;France;France;Salariés en services continus de plus de 50 ans;Employees over 50 years old in continuous service;;;;;Execution;Operatives;Homme;Male;33.0;Nombre;Number;§4.2.2
2022;EDF SA;France;France;Salariés ayant bénéficié de repos compensateur;Employees who benefited from compensatory time off;;;;;Maitrise;Supervisors;Femme;Female;1970.0;Nombre;Number;§4.1.2
2022;EDF SA;France;France;Salariés bénéficiaires d'un système d'horaires individualisés;Employees benefiting from an individualized working hours system;;;;;Maitrise;Supervisors;Homme;Male;682.0;Nombre;Number;§4.1.3
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;;;;;Cadre;Managers;Homme;Male;85.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;;;;;Execution;Operatives;Homme;Male;42.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;Moins de 20 heures;Less than 20 hours;Maitrise;Supervisors;Homme;Male;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;Moins de 20 heures;Less than 20 hours;Execution;Operatives;Femme;Female;1.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;Moins de 20 heures;Less than 20 hours;Maitrise;Supervisors;Homme;Male;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Cadre;Managers;Homme;Male;39.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Maitrise;Supervisors;Femme;Female;317.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Cadre;Managers;Femme;Female;6.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Maitrise;Supervisors;Homme;Male;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Cadre;Managers;Femme;Female;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Maitrise;Supervisors;Femme;Female;1.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Maitrise;Supervisors;Homme;Male;121.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Execution;Operatives;Femme;Female;76.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Maitrise;Supervisors;Femme;Female;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Execution;Operatives;Homme;Male;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Statutaires;Statutory;;;Cadre;Managers;Femme;Female;101.0;Nombre;Number;§4.1.5
2022;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDI;Permanent non-statutory;;;Maitrise;Supervisors;Femme;Female;0.0;Nombre;Number;§4.1.5
2022;EDF SA;France;France;Salariés en services continus de plus de 50 ans;Employees over 50 years old in continuous service;;;;;Cadre;Managers;Homme;Male;365.0;Nombre;Number;§4.2.2
2022;EDF SA;France;France;Salariés en services continus de plus de 50 ans;Employees over 50 years old in continuous service;;;;;Maitrise;Supervisors;Homme;Male;787.0;Nombre;Number;§4.2.2
2022;EDF SA;France;France;Salariés reclassés dans l'entreprise à la suite d'une inaptitude;Employees reassigned within the company following unfitness;;;;;;;;;44.0;Nombre;Number;§4.7.2
2022;EDF SA;France;France;Salariés ayant bénéficié de repos compensateur;Employees who benefited from compensatory time off;;;;;Cadre;Managers;Homme;Male;1225.0;Nombre;Number;§4.1.2
2022;EDF SA;France;France;Salariés ayant bénéficié de repos compensateur;Employees who benefited from compensatory time off;;;;;Cadre;Managers;Femme;Female;184.0;Nombre;Number;§4.1.2
2022;EDF SA;France;France;Salariés bénéficiaires d'un système d'horaires individualisés;Employees benefiting from an individualized working hours system;;;;;Execution;Operatives;Homme;Male;26.0;Nombre;Number;§4.1.3
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;;;;;Execution;Operatives;Femme;Female;298.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;Moins de 20 heures;Less than 20 hours;Cadre;Managers;Homme;Male;17.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;Moins de 20 heures;Less than 20 hours;Cadre;Managers;Femme;Female;30.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;Moins de 20 heures;Less than 20 hours;Execution;Operatives;Femme;Female;60.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;Moins de 20 heures;Less than 20 hours;Maitrise;Supervisors;Femme;Female;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Cadre;Managers;Femme;Female;75.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Execution;Operatives;Homme;Male;21.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Execution;Operatives;Homme;Male;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Execution;Operatives;Femme;Female;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Cadre;Managers;Homme;Male;1.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Execution;Operatives;Femme;Female;1.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Cadre;Managers;Homme;Male;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Maitrise;Supervisors;Homme;Male;0.0;Nombre;Number;§4.1.4
2022;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Statutaires;Statutory;;;Execution;Operatives;Femme;Female;34.0;Nombre;Number;§4.1.5
2022;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDI;Permanent non-statutory;;;Execution;Operatives;Femme;Female;0.0;Nombre;Number;§4.1.5
2022;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDD;Fixed-term non-statutory;;;Cadre;Managers;Homme;Male;0.0;Nombre;Number;§4.1.5
2022;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDD;Fixed-term non-statutory;;;Maitrise;Supervisors;Homme;Male;0.0;Nombre;Number;§4.1.5
2022;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDD;Fixed-term non-statutory;;;Execution;Operatives;Femme;Female;0.0;Nombre;Number;§4.1.5
2022;EDF SA;France;France;Salariés en services continus de plus de 50 ans;Employees over 50 years old in continuous service;;;;;Maitrise;Supervisors;Femme;Female;10.0;Nombre;Number;§4.2.2
2022;EDF SA;France;France;Salariés en services continus de plus de 50 ans;Employees over 50 years old in continuous service;;;;;Execution;Operatives;Femme;Female;4.0;Nombre;Number;§4.2.2
2021;EDF SA;France;France;Salariés ayant bénéficié de repos compensateur;Employees who benefited from compensatory time off;;;;;Cadre;Managers;Homme;Male;1114.0;Nombre;Number;§4.1.2
2021;EDF SA;France;France;Salariés ayant bénéficié de repos compensateur;Employees who benefited from compensatory time off;;;;;Maitrise;Supervisors;Homme;Male;12855.0;Nombre;Number;§4.1.2
2021;EDF SA;France;France;Salariés bénéficiaires d'un système d'horaires individualisés;Employees benefiting from an individualized working hours system;;;;;Maitrise;Supervisors;Homme;Male;744.0;Nombre;Number;§4.1.3
2021;EDF SA;France;France;Salariés bénéficiaires d'un système d'horaires individualisés;Employees benefiting from an individualized working hours system;;;;;Maitrise;Supervisors;Femme;Female;1371.0;Nombre;Number;§4.1.3
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;;;;;Execution;Operatives;Femme;Female;350.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;Moins de 20 heures;Less than 20 hours;Execution;Operatives;Homme;Male;9.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;Moins de 20 heures;Less than 20 hours;Cadre;Managers;Homme;Male;5.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;Moins de 20 heures;Less than 20 hours;Cadre;Managers;Femme;Female;7.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Cadre;Managers;Homme;Male;29.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Cadre;Managers;Femme;Female;71.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Execution;Operatives;Homme;Male;21.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Execution;Operatives;Femme;Female;184.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Cadre;Managers;Homme;Male;2.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Execution;Operatives;Femme;Female;0.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Cadre;Managers;Femme;Female;0.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Cadre;Managers;Femme;Female;64.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Execution;Operatives;Homme;Male;12.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Execution;Operatives;Femme;Female;0.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Statutaires;Statutory;;;Cadre;Managers;Homme;Male;167.0;Nombre;Number;§4.1.5
2021;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDI;Permanent non-statutory;;;Maitrise;Supervisors;Femme;Female;0.0;Nombre;Number;§4.1.5
2021;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDI;Permanent non-statutory;;;Execution;Operatives;Femme;Female;0.0;Nombre;Number;§4.1.5
2021;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDD;Fixed-term non-statutory;;;Maitrise;Supervisors;Femme;Female;1.0;Nombre;Number;§4.1.5
2021;EDF SA;France;France;Salariés en services continus de plus de 50 ans;Employees over 50 years old in continuous service;;;;;Maitrise;Supervisors;Femme;Female;9.0;Nombre;Number;§4.2.2
2021;EDF SA;France;France;Salariés en services continus de plus de 50 ans;Employees over 50 years old in continuous service;;;;;Execution;Operatives;Homme;Male;28.0;Nombre;Number;§4.2.2
2021;EDF SA;France;France;Salariés reclassés dans l'entreprise à la suite d'une inaptitude;Employees reassigned within the company following unfitness;;;;;;;;;32.0;Nombre;Number;§4.7.2
2021;EDF SA;France;France;Salariés ayant bénéficié de repos compensateur;Employees who benefited from compensatory time off;;;;;Execution;Operatives;Homme;Male;1329.0;Nombre;Number;§4.1.2
2021;EDF SA;France;France;Salariés ayant bénéficié de repos compensateur;Employees who benefited from compensatory time off;;;;;Execution;Operatives;Femme;Female;108.0;Nombre;Number;§4.1.2
2021;EDF SA;France;France;Salariés bénéficiaires d'un système d'horaires individualisés;Employees benefiting from an individualized working hours system;;;;;Cadre;Managers;Homme;Male;883.0;Nombre;Number;§4.1.3
2021;EDF SA;France;France;Salariés bénéficiaires d'un système d'horaires individualisés;Employees benefiting from an individualized working hours system;;;;;Cadre;Managers;Femme;Female;496.0;Nombre;Number;§4.1.3
2021;EDF SA;France;France;Salariés bénéficiaires d'un système d'horaires individualisés;Employees benefiting from an individualized working hours system;;;;;Execution;Operatives;Homme;Male;23.0;Nombre;Number;§4.1.3
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;Moins de 20 heures;Less than 20 hours;Maitrise;Supervisors;Homme;Male;32.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;Moins de 20 heures;Less than 20 hours;Maitrise;Supervisors;Femme;Female;94.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Maitrise;Supervisors;Femme;Female;1.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Execution;Operatives;Homme;Male;0.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Cadre;Managers;Homme;Male;28.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Maitrise;Supervisors;Homme;Male;0.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Maitrise;Supervisors;Femme;Female;0.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Execution;Operatives;Femme;Female;1.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Execution;Operatives;Homme;Male;0.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDI;Permanent non-statutory;;;Cadre;Managers;Femme;Female;0.0;Nombre;Number;§4.1.5
2021;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDD;Fixed-term non-statutory;;;Execution;Operatives;Homme;Male;0.0;Nombre;Number;§4.1.5
2021;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDD;Fixed-term non-statutory;;;Execution;Operatives;Femme;Female;0.0;Nombre;Number;§4.1.5
2021;EDF SA;France;France;Salariés déclarés définitivement inaptes à leur emploi par le médecin du travail;Employees declared permanently unfit for their job by the occupational physician;;;;;;;;;21.0;Nombre;Number;§4.7.1
2021;EDF SA;France;France;Salariés bénéficiaires d'un système d'horaires individualisés;Employees benefiting from an individualized working hours system;;;;;Execution;Operatives;Femme;Female;255.0;Nombre;Number;§4.1.3
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;;;;;Maitrise;Supervisors;Homme;Male;254.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;;;;;Execution;Operatives;Homme;Male;42.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;Moins de 20 heures;Less than 20 hours;Cadre;Managers;Homme;Male;18.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;Moins de 20 heures;Less than 20 hours;Cadre;Managers;Femme;Female;21.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;Moins de 20 heures;Less than 20 hours;Execution;Operatives;Femme;Female;64.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;Moins de 20 heures;Less than 20 hours;Maitrise;Supervisors;Homme;Male;0.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;Moins de 20 heures;Less than 20 hours;Execution;Operatives;Femme;Female;1.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;Moins de 20 heures;Less than 20 hours;Maitrise;Supervisors;Femme;Female;0.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;Moins de 20 heures;Less than 20 hours;Execution;Operatives;Homme;Male;0.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Maitrise;Supervisors;Femme;Female;325.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Execution;Operatives;Homme;Male;0.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Maitrise;Supervisors;Femme;Female;1.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Cadre;Managers;Femme;Female;3.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;De 30 heures à moins de 35 heures;From 30 hours to less than 35 hours;Cadre;Managers;Homme;Male;0.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Statutaires;Statutory;;;Maitrise;Supervisors;Femme;Female;716.0;Nombre;Number;§4.1.5
2021;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDI;Permanent non-statutory;;;Maitrise;Supervisors;Homme;Male;0.0;Nombre;Number;§4.1.5
2021;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDD;Fixed-term non-statutory;;;Cadre;Managers;Homme;Male;0.0;Nombre;Number;§4.1.5
2021;EDF SA;France;France;Salariés en réduction collective du temps de travail;Employees in collective working time reduction;Non statutaire CDD;Fixed-term non-statutory;;;Maitrise;Supervisors;Homme;Male;0.0;Nombre;Number;§4.1.5
2021;EDF SA;France;France;Salariés en services continus de plus de 50 ans;Employees over 50 years old in continuous service;;;;;Cadre;Managers;Homme;Male;355.0;Nombre;Number;§4.2.2
2021;EDF SA;France;France;Salariés en services continus de plus de 50 ans;Employees over 50 years old in continuous service;;;;;Cadre;Managers;Femme;Female;1.0;Nombre;Number;§4.2.2
2021;EDF SA;France;France;Salariés en services continus de plus de 50 ans;Employees over 50 years old in continuous service;;;;;Execution;Operatives;Femme;Female;3.0;Nombre;Number;§4.2.2
2021;EDF SA;France;France;Salariés ayant bénéficié de repos compensateur;Employees who benefited from compensatory time off;;;;;Maitrise;Supervisors;Femme;Female;1990.0;Nombre;Number;§4.1.2
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;;;;;Maitrise;Supervisors;Femme;Female;869.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDI;Permanent non-statutory;Moins de 20 heures;Less than 20 hours;Maitrise;Supervisors;Femme;Female;0.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;Moins de 20 heures;Less than 20 hours;Cadre;Managers;Homme;Male;0.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Non statutaire CDD;Fixed-term non-statutory;Moins de 20 heures;Less than 20 hours;Maitrise;Supervisors;Homme;Male;0.0;Nombre;Number;§4.1.4
2021;EDF SA;France;France;Salariés à temps partiel en décembre;Part-time employees in December;Statutaires;Statutory;De 20 heures à moins de 30 heures;From 20 hours to less than 30 hours;Maitrise;Supervisors;Homme;Male;85.0;Nombre;Number;§4.1.4
