Année;Perimètre juridique;Perimètre spatial;Spatial perimeter;Indicateur;Indicator;Type de contrat;Type of contract;Collège;Employee category;Sous-catégorie collège;Employee subcategory;Genre;Gender;Plage M3E;M3E classification;Nationalité;Nationality;Ancienneté;Seniority;Tranche d'âge;Age bracket;Valeur;Unité;Unit;Chapitre du bilan social
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Homme;Male;;;;;De 20 à moins de 25 ans;From 20 to less than 25 years;;;0.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Femme;Female;;;;;De 25 à moins de 30 ans;From 25 to less than 30 years;;;490.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Femme;Female;;;;;De 25 à moins de 30 ans;From 25 to less than 30 years;;;0.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Femme;Female;;;;;De 30 à moins de 35 ans;From 30 to less than 35 years;;;12.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Homme;Male;;;;;De 30 à moins de 35 ans;From 30 to less than 35 years;;;0.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Homme;Male;;;;;35 ans et plus;35 years and more;;;30.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Femme;Female;;;;;35 ans et plus;35 years and more;;;19.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Homme;Male;;;;;35 ans et plus;35 years and more;;;0.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Homme;Male;;;;;35 ans et plus;35 years and more;;;0.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Femme;Female;;;;;35 ans et plus;35 years and more;;;0.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Homme;Male;;;Française;French;;;;;19210.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Femme;Female;;;Française;French;;;;;7148.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Homme;Male;;;Française;French;;;;;415.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Femme;Female;;;Française;French;;;;;2.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Cadre;Managers;;;Femme;Female;;;Française;French;;;;;35.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Homme;Male;;;Etrangère;Foreigner;;;;;0.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Femme;Female;;;Etrangère;Foreigner;;;;;0.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Maîtrise;Supervisors;;;Homme;Male;;;Etrangère;Foreigner;;;;;91.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;Ouvriers;Laborers;Homme;Male;;;;;;;;;1822.0;nombre;number;§1.1.9
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Cadre;Managers;Cadres Dirigeants;Executive Managers;Homme;Male;;;;;;;;;0.0;nombre;number;§1.1.9
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Cadre;Managers;Cadres;Managers;Homme;Male;;;;;;;;;104.0;nombre;number;§1.1.9
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Exécution;Operatives;Employés;Employees;Homme;Male;;;;;;;;;178.0;nombre;number;§1.1.9
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;Ouvriers;Laborers;Femme;Female;;;;;;;;;134.0;nombre;number;§1.1.9
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;;;;;Homme;Male;B;B;;;;;;;3495.0;nombre;number;§1.1.9bis
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;;;;;Homme;Male;C;C;;;;;;;7985.0;nombre;number;§1.1.9bis
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;;;;;Femme;Female;C;C;;;;;;;3730.0;nombre;number;§1.1.9bis
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;;;;;Homme;Male;H;H;;;;;;;2349.0;nombre;number;§1.1.9bis
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;;;;;Homme;Male;I;I;;;;;;;0.0;nombre;number;§1.1.9bis
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;;;;;Homme;Male;Sans plage;No classification;;;;;;;3119.0;nombre;number;§1.1.9bis
2022;EDF SA;France;France;Embauches de salariés de moins de 25 ans;Hires of Employees Under 25 Years Old;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;;;;;;;85.0;nombre;number;§1.3.3
2022;EDF SA;France;France;Embauches de salariés de moins de 25 ans;Hires of Employees Under 25 Years Old;Statutaires;Statutory;Exécution;Operatives;;;Femme;Female;;;;;;;;;7.0;nombre;number;§1.3.3
2022;EDF SA;France;France;Embauches de salariés de moins de 25 ans;Hires of Employees Under 25 Years Old;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Femme;Female;;;;;;;;;1.0;nombre;number;§1.3.3
2022;EDF SA;France;France;Embauches de salariés de moins de 25 ans;Hires of Employees Under 25 Years Old;Non statutaires CDD;Fixed-term non-statutory;Exécution;Operatives;;;Femme;Female;;;;;;;;;309.0;nombre;number;§1.3.3
2022;EDF SA;France;France;Démissions;Resignations;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;;;;;;;70.0;nombre;number;§1.4.2
2022;EDF SA;France;France;Démissions;Resignations;Statutaires;Statutory;Maîtrise;Supervisors;;;Homme;Male;;;;;;;;;80.0;nombre;number;§1.4.2
2022;EDF SA;France;France;Démissions;Resignations;Statutaires;Statutory;Exécution;Operatives;;;Femme;Female;;;;;;;;;8.0;nombre;number;§1.4.2
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Femme;Female;;;;;;;Moins de 25 ans;Less than 25;149.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Femme;Female;;;;;;;Moins de 25 ans;Less than 25;19.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Homme;Male;;;;;;;Moins de 25 ans;Less than 25;0.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;;;;;De 25 à 35 ans;From 25 to 35;2118.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Femme;Female;;;;;;;De 25 à 35 ans;From 25 to 35;1584.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Homme;Male;;;;;;;De 25 à 35 ans;From 25 to 35;1088.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Homme;Male;;;;;;;De 25 à 35 ans;From 25 to 35;0.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Cadre;Managers;;;Homme;Male;;;;;;;De 25 à 35 ans;From 25 to 35;75.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Femme;Female;;;;;;;De 36 à 45 ans;From 36 to 45;5.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Femme;Female;;;;;;;De 36 à 45 ans;From 36 to 45;0.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Maîtrise;Supervisors;;;Femme;Female;;;;;;;De 36 à 45 ans;From 36 to 45;10.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Exécution;Operatives;;;Femme;Female;;;;;;;De 36 à 45 ans;From 36 to 45;9.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;;;;;De 46 à 55 ans;From 46 to 55;6829.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;;;;;De 46 à 55 ans;From 46 to 55;2866.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Femme;Female;;;;;;;De 46 à 55 ans;From 46 to 55;9.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Femme;Female;;;;;;;De 46 à 55 ans;From 46 to 55;0.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Maîtrise;Supervisors;;;Femme;Female;;;;;;;De 46 à 55 ans;From 46 to 55;3.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;;;;;De 56 à 60 ans;From 56 to 60;2361.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Femme;Female;;;;;;;De 56 à 60 ans;From 56 to 60;961.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;;;;;61 ans et plus;61 and more;824.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Femme;Female;;;;;;;61 ans et plus;61 and more;1.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Exécution;Operatives;;;Homme;Male;;;;;;;61 ans et plus;61 and more;2.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Homme;Male;;;;;Moins de 5 ans;Less than 5 years;;;289.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Homme;Male;;;;;Moins de 5 ans;Less than 5 years;;;0.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Homme;Male;;;;;De 5 à moins de 10 ans;From 5 to less than 10 years;;;4786.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Femme;Female;;;;;De 10 à moins de 15 ans;From 10 to less than 15 years;;;345.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Homme;Male;;;;;De 10 à moins de 15 ans;From 10 to less than 15 years;;;40.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;;;De 15 à moins de 20 ans;From 15 to less than 20 years;;;625.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Femme;Female;;;;;De 15 à moins de 20 ans;From 15 to less than 20 years;;;795.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Homme;Male;;;;;De 15 à moins de 20 ans;From 15 to less than 20 years;;;0.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;;;De 20 à moins de 25 ans;From 20 to less than 25 years;;;2072.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Femme;Female;;;;;De 20 à moins de 25 ans;From 20 to less than 25 years;;;32.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Homme;Male;;;;;De 20 à moins de 25 ans;From 20 to less than 25 years;;;0.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;;;De 25 à moins de 30 ans;From 25 to less than 30 years;;;771.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Homme;Male;;;;;De 25 à moins de 30 ans;From 25 to less than 30 years;;;0.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Femme;Female;;;;;De 30 à moins de 35 ans;From 30 to less than 35 years;;;0.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Homme;Male;;;;;35 ans et plus;35 years and more;;;643.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Homme;Male;;;;;35 ans et plus;35 years and more;;;0.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;Française;French;;;;;20204.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Homme;Male;;;Française;French;;;;;2206.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Maîtrise;Supervisors;;;Homme;Male;;;Française;French;;;;;1089.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Maîtrise;Supervisors;;;Femme;Female;;;Française;French;;;;;878.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;Etrangère;Foreigner;;;;;390.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Homme;Male;;;Etrangère;Foreigner;;;;;18.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Homme;Male;;;Etrangère;Foreigner;;;;;0.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Cadre;Managers;;;Homme;Male;;;Etrangère;Foreigner;;;;;34.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;Cadres Supérieurs;Senior Managers;Homme;Male;;;;;;;;;283.0;nombre;number;§1.1.9
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;Maîtrise;Supervisors;Homme;Male;;;;;;;;;9.0;nombre;number;§1.1.9
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Cadre;Managers;Cadres Supérieurs;Senior Managers;Homme;Male;;;;;;;;;0.0;nombre;number;§1.1.9
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Maîtrise;Supervisors;Maîtrise;Supervisors;Homme;Male;;;;;;;;;1180.0;nombre;number;§1.1.9
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;Employés;Employees;Femme;Female;;;;;;;;;934.0;nombre;number;§1.1.9
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;Cadres;Managers;Femme;Female;;;;;;;;;257.0;nombre;number;§1.1.9
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Cadre;Managers;Cadres Dirigeants;Executive Managers;Femme;Female;;;;;;;;;0.0;nombre;number;§1.1.9
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Cadre;Managers;Cadres Supérieurs;Senior Managers;Femme;Female;;;;;;;;;0.0;nombre;number;§1.1.9
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;;;;;Femme;Female;E;E;;;;;;;594.0;nombre;number;§1.1.9bis
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;;;;;Femme;Female;Sans plage;No classification;;;;;;;1475.0;nombre;number;§1.1.9bis
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;;;;;Homme;Male;Sans plage;No classification;;;;;;;442.0;nombre;number;§1.1.9bis
2022;EDF SA;France;France;Embauches de salariés de moins de 25 ans;Hires of Employees Under 25 Years Old;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;;;;;;;217.0;nombre;number;§1.3.3
2022;EDF SA;France;France;Embauches de salariés de moins de 25 ans;Hires of Employees Under 25 Years Old;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Homme;Male;;;;;;;;;0.0;nombre;number;§1.3.3
2022;EDF SA;France;France;Embauches de salariés de moins de 25 ans;Hires of Employees Under 25 Years Old;Non statutaires CDD;Fixed-term non-statutory;Cadre;Managers;;;Homme;Male;;;;;;;;;27.0;nombre;number;§1.3.3
2022;EDF SA;France;France;Embauches de salariés de moins de 25 ans;Hires of Employees Under 25 Years Old;Non statutaires CDD;Fixed-term non-statutory;Maîtrise;Supervisors;;;Femme;Female;;;;;;;;;477.0;nombre;number;§1.3.3
2022;EDF SA;France;France;Démissions;Resignations;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;;;;;;;148.0;nombre;number;§1.4.2
2022;EDF SA;France;France;Démissions;Resignations;Statutaires;Statutory;Exécution;Operatives;;;Homme;Male;;;;;;;;;10.0;nombre;number;§1.4.2
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;;;;;Moins de 25 ans;Less than 25;264.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;;;;;Moins de 25 ans;Less than 25;115.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Femme;Female;;;;;;;Moins de 25 ans;Less than 25;1.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Exécution;Operatives;;;Femme;Female;;;;;;;Moins de 25 ans;Less than 25;491.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;;;;;De 25 à 35 ans;From 25 to 35;4303.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Femme;Female;;;;;;;De 25 à 35 ans;From 25 to 35;327.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Maîtrise;Supervisors;;;Homme;Male;;;;;;;De 25 à 35 ans;From 25 to 35;152.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;;;;;De 36 à 45 ans;From 36 to 45;2732.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Homme;Male;;;;;;;De 36 à 45 ans;From 36 to 45;5989.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Homme;Male;;;;;;;De 36 à 45 ans;From 36 to 45;0.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Maîtrise;Supervisors;;;Homme;Male;;;;;;;De 36 à 45 ans;From 36 to 45;5.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Homme;Male;;;;;;;De 46 à 55 ans;From 46 to 55;2.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Exécution;Operatives;;;Femme;Female;;;;;;;De 46 à 55 ans;From 46 to 55;1.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Exécution;Operatives;;;Femme;Female;;;;;;;De 56 à 60 ans;From 56 to 60;21.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Homme;Male;;;;;;;61 ans et plus;61 and more;241.0;nombre;number;§1.1.6
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Femme;Female;;;;;Moins de 5 ans;Less than 5 years;;;187.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Homme;Male;;;;;Moins de 5 ans;Less than 5 years;;;8.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Femme;Female;;;;;De 5 à moins de 10 ans;From 5 to less than 10 years;;;1455.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Homme;Male;;;;;De 5 à moins de 10 ans;From 5 to less than 10 years;;;0.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;;;De 10 à moins de 15 ans;From 10 to less than 15 years;;;4229.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Homme;Male;;;;;De 10 à moins de 15 ans;From 10 to less than 15 years;;;5225.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Femme;Female;;;;;De 10 à moins de 15 ans;From 10 to less than 15 years;;;1432.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Femme;Female;;;;;De 10 à moins de 15 ans;From 10 to less than 15 years;;;2.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;;;De 20 à moins de 25 ans;From 20 to less than 25 years;;;3564.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Femme;Female;;;;;De 20 à moins de 25 ans;From 20 to less than 25 years;;;1428.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Homme;Male;;;;;De 20 à moins de 25 ans;From 20 to less than 25 years;;;73.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Homme;Male;;;;;De 20 à moins de 25 ans;From 20 to less than 25 years;;;5.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Femme;Female;;;;;De 20 à moins de 25 ans;From 20 to less than 25 years;;;15.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Homme;Male;;;;;De 25 à moins de 30 ans;From 25 to less than 30 years;;;32.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Femme;Female;;;;;De 25 à moins de 30 ans;From 25 to less than 30 years;;;17.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Homme;Male;;;;;De 25 à moins de 30 ans;From 25 to less than 30 years;;;12.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;;;De 30 à moins de 35 ans;From 30 to less than 35 years;;;2181.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;;;35 ans et plus;35 years and more;;;1575.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Femme;Female;;;;;35 ans et plus;35 years and more;;;1.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Femme;Female;;;;;35 ans et plus;35 years and more;;;0.0;nombre;number;§1.1.7
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;Française;French;;;;;8741.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Femme;Female;;;Française;French;;;;;19.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Homme;Male;;;Etrangère;Foreigner;;;;;17.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Femme;Female;;;Etrangère;Foreigner;;;;;11.0;nombre;number;§1.1.8
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;Cadres Dirigeants;Executive Managers;Homme;Male;;;;;;;;;314.0;nombre;number;§1.1.9
2022;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;Cadres;Managers;Homme;Male;;;;;;;;;19998.0;nombre;number;§1.1.9
2022;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;Cadres;Managers;Homme;Male;;;;;;;;;302.0;nombre;number;§1.1.9
